sales_month,category,state,customer_segment,total_orders,total_customers,total_sellers,total_quantity,total_sales,average_order_value,average_unit_price
2025-10-01,Sports,Tamil Nadu,Premium,73,72,68,92,1795661.7000000002,24598.105479452,20450.711095890412
2025-10-01,Home & Kitchen,Delhi,Premium,87,82,85,119,1625861.8900000004,18688.067701149,14844.637241379312
2025-10-01,Fashion,West Bengal,New,76,75,75,104,1337314.23,17596.239868421,13951.832894736845
2025-10-01,Electronics,Gujarat,Regular,646,619,463,889,12461415.269999994,19290.116517028,14810.024318885444
2025-10-01,Beauty,Uttar Pradesh,New,93,93,90,124,1742831.5799999998,18740.124516129,12373.507096774194
2025-10-01,Fashion,Gujarat,New,107,105,102,152,2637236.0,24647.065420561,17653.276074766352
2025-10-01,Sports,Karnataka,Premium,93,92,90,124,1484659.88,15964.084731183,12216.201827956991
2025-10-01,Electronics,Uttar Pradesh,New,184,173,170,257,4171896.6400000006,22673.351304348,15805.521793478259
2025-10-01,Sports,Telangana,Regular,299,296,263,410,6444354.4700000025,21553.024983278,15717.429665551845
2025-10-01,Beauty,Telangana,Premium,75,72,72,101,1617884.5000000002,21571.793333333,17269.415733333331
2025-10-01,Sports,Uttar Pradesh,Premium,76,74,73,111,1851220.8399999999,24358.168947368,13920.172894736847
2025-10-01,Home & Kitchen,Maharashtra,Regular,784,758,544,1077,15603802.389999999,19902.809170918,14508.864770408165
2025-10-01,Home & Kitchen,Gujarat,Regular,440,430,365,617,8885197.6999999955,20193.631136364,14896.242545454539
2025-10-01,Electronics,Delhi,Regular,578,554,443,795,11778676.060000002,20378.332283737,14278.177370242212
2025-10-01,Fashion,Karnataka,New,165,158,146,220,2751372.06,16674.982181818,12419.529393939396
2025-10-01,Sports,Gujarat,Premium,51,49,48,79,1551206.94,30415.822352941,18042.779215686278
2025-10-01,Electronics,Maharashtra,Premium,198,191,182,273,4845695.9799999995,24473.212020202,17615.477424242425
2025-10-01,Beauty,Tamil Nadu,Regular,364,358,303,481,6196863.2400000021,17024.34956044,12897.872170329674
2025-10-01,Fashion,Uttar Pradesh,Premium,177,166,161,241,3629444.1500000004,20505.334180791,15320.276497175139
2025-10-01,Sports,Uttar Pradesh,Regular,375,371,318,516,8868348.4999999981,23648.929333333,15886.3392
2025-10-01,Fashion,Uttar Pradesh,New,177,171,160,234,3756494.85,21223.134745763,15341.34559322034
2025-10-01,Sports,Delhi,Regular,235,232,199,312,4749383.169999999,20210.141148936,14609.274851063832
2025-10-01,Fashion,Tamil Nadu,New,122,117,112,172,2757012.3900000006,22598.462213115,16502.091557377047
2025-10-01,Sports,Gujarat,New,52,52,51,77,1214580.79,23357.322884615,14053.98769230769
2025-10-01,Sports,Maharashtra,Premium,93,89,91,129,1710169.17,18388.915806452,13472.770107526881
2025-10-01,Electronics,Uttar Pradesh,Premium,175,168,158,267,4162499.1300000018,23785.709314286,15071.551257142861
2025-10-01,Home & Kitchen,Delhi,Regular,435,416,355,610,10302026.78,23682.820183908,16872.960022988504
2025-10-01,Home & Kitchen,Gujarat,Premium,109,107,99,152,2313891.7600000002,21228.364770642,14468.726146788991
2025-10-01,Beauty,Telangana,New,86,83,83,112,1544041.4699999995,17953.970581395,14612.751162790699
2025-10-01,Fashion,Maharashtra,New,198,190,179,281,5125570.2799999984,25886.718585859,16688.116060606062
2025-10-01,Electronics,Uttar Pradesh,Regular,860,820,599,1225,17368814.74000001,20196.296209302,14551.998848837202
2025-10-01,Grocery,Uttar Pradesh,Premium,99,98,96,134,1983282.3599999999,20033.155151515,15836.920303030307
2025-10-01,Home & Kitchen,Telangana,New,122,115,116,177,2906906.4,23827.101639344,16863.233524590167
2025-10-01,Beauty,Delhi,Regular,283,271,244,399,6082467.790000001,21492.819045936,15358.031448763257
2025-10-01,Beauty,Maharashtra,Regular,489,482,383,662,9003675.6499999966,18412.424642127,13737.777525562371
2025-10-01,Beauty,Uttar Pradesh,Premium,64,64,63,91,1206075.0099999998,18844.92203125,15528.2078125
2025-10-01,Fashion,Uttar Pradesh,Regular,786,762,548,1103,17743459.619999994,22574.37610687,15882.575572519083
2025-10-01,Grocery,Gujarat,Premium,74,72,68,106,1263068.16,17068.488648649,13571.371891891891
2025-10-01,Sports,West Bengal,New,48,48,48,65,1422853.0,29642.770833333,19152.097708333331
2025-10-01,Beauty,West Bengal,New,49,45,48,75,1522885.43,31079.294489796,21503.162040816322
2025-10-01,Home & Kitchen,Karnataka,New,145,142,139,201,3330172.7199999997,22966.708413793,16194.428827586207
2025-10-01,Electronics,Karnataka,New,218,207,198,282,3891538.4299999988,17851.093715596,14879.812385321104
2025-10-01,Electronics,Telangana,Regular,822,792,542,1140,17277878.009999998,21019.316313869,15424.736070559613
2025-10-01,Fashion,Tamil Nadu,Premium,131,123,121,178,2920532.25,22294.139312977,17426.85061068703
2025-10-01,Electronics,Maharashtra,New,235,225,212,326,4338397.45,18461.265744681,14348.489574468083
2025-10-01,Electronics,Tamil Nadu,New,132,128,125,185,2675372.8299999996,20267.975984848,14883.907803030299
2025-10-01,Fashion,Karnataka,Premium,170,166,156,238,4267146.9799999967,25100.864588235,17056.787529411762
2025-10-01,Home & Kitchen,West Bengal,Premium,69,69,67,94,1268298.98,18381.144637681,13023.408260869564
2025-10-01,Beauty,Gujarat,New,71,70,68,91,1412595.6599999997,19895.713521127,16727.731267605632
2025-10-01,Sports,Karnataka,New,78,78,76,111,1567957.65,20102.021153846,14329.241538461543
2025-10-01,Fashion,Maharashtra,Regular,859,823,569,1176,16524635.349999996,19237.060942957,13451.159988358553
2025-10-01,Sports,West Bengal,Regular,204,201,186,284,5186123.95,25422.17622549,16932.258725490196
2025-10-01,Sports,Telangana,New,54,53,54,82,1041580.1499999999,19288.521296296,11554.337592592594
2025-10-01,Home & Kitchen,Uttar Pradesh,Regular,659,636,471,905,12680099.5,19241.425644917,14552.850880121397
2025-10-01,Electronics,Karnataka,Premium,173,167,159,245,3497467.6000000006,20216.575722543,14957.029421965319
2025-10-01,Fashion,Gujarat,Premium,117,111,115,148,2257917.69,19298.441794872,15942.695811965808
2025-10-01,Sports,Maharashtra,New,106,104,102,139,2360246.7099999995,22266.478396226,18063.120188679244
2025-10-01,Home & Kitchen,Tamil Nadu,Regular,561,544,429,763,10957182.890000002,19531.52030303,14687.380855614971
2025-10-01,Electronics,Tamil Nadu,Premium,164,158,152,230,3422631.2600000007,20869.702804878,14555.007439024394
2025-10-01,Grocery,Uttar Pradesh,New,106,106,100,158,1786826.19,16856.850849057,10604.890943396227
2025-10-01,Home & Kitchen,Karnataka,Premium,137,131,127,196,2056074.7699999998,15007.845036496,11461.967591240875
2025-10-01,Fashion,Delhi,New,113,113,106,151,2443699.3600000003,21625.658053097,16146.321504424781
2025-10-01,Fashion,Delhi,Premium,121,116,115,178,2127006.0799999996,17578.562644628,14215.24338842975
2025-10-01,Beauty,Telangana,Regular,375,369,318,521,6986684.3500000015,18631.158266667,13729.129226666661
2025-10-01,Beauty,Tamil Nadu,New,69,69,65,89,1317526.35,19094.584782609,14880.326811594205
2025-10-01,Home & Kitchen,West Bengal,Regular,372,357,320,510,8249495.2399999993,22176.062473118,15665.183978494621
2025-10-01,Fashion,Telangana,Regular,682,661,486,921,14402193.620000001,21117.585953079,15177.503489736064
2025-10-01,Home & Kitchen,Uttar Pradesh,New,123,121,115,173,2450018.2000000011,19918.847154472,12566.015528455287
2025-10-01,Fashion,Gujarat,Regular,538,521,425,760,12102054.69,22494.525446097,14894.284256505573
2025-10-01,Sports,Delhi,New,52,52,52,70,667719.89999999991,12840.767307692,11569.811730769228
2025-10-01,Fashion,Telangana,Premium,129,124,116,186,2190906.22,16983.769147287,12877.993255813954
2025-10-01,Beauty,Tamil Nadu,Premium,81,78,79,109,1344745.9399999995,16601.801728395,14307.812962962962
2025-10-01,Sports,Tamil Nadu,New,66,65,62,86,1447031.5900000003,21924.721060606,16913.603787878787
2025-10-01,Grocery,Gujarat,New,66,64,64,88,1211072.1199999999,18349.577575758,16461.224242424243
2025-10-01,Sports,Gujarat,Regular,232,227,212,299,4140749.2799999989,17848.057241379,13341.470517241378
2025-10-01,Sports,West Bengal,Premium,52,51,52,72,867444.46,16681.624230769,11859.69653846154
2025-10-01,Grocery,Telangana,Regular,397,387,322,538,8000118.6900000023,20151.432468514,14766.633425692688
2025-10-01,Grocery,Maharashtra,Premium,107,102,105,152,1591090.6199999996,14870.005794393,11147.520654205606
2025-10-01,Grocery,Tamil Nadu,New,81,81,73,111,1507796.1800000004,18614.767654321,13653.712592592594
2025-10-01,Grocery,Karnataka,Premium,103,102,100,131,1883817.14,18289.486796117,13944.101262135924
2025-10-01,Electronics,Gujarat,Premium,128,118,120,165,2277802.11,17795.328984375,13548.209296874997
2025-10-01,Electronics,Gujarat,New,129,125,120,174,2426326.2699999996,18808.730775194,13774.475658914733
2025-10-01,Home & Kitchen,Tamil Nadu,Premium,139,134,130,182,2896153.59,20835.637338129,15344.261726618704
2025-10-01,Grocery,Telangana,New,82,82,80,109,1573458.74,19188.521219512,16136.542439024386
2025-10-01,Beauty,Karnataka,New,84,83,79,112,2063076.1399999997,24560.430238095,20098.744047619046
2025-10-01,Grocery,Tamil Nadu,Premium,84,83,82,117,1474085.8599999996,17548.641190476,14070.064761904767
2025-10-01,Grocery,Karnataka,New,104,101,99,146,1871439.8899999997,17994.614326923,13927.877403846156
2025-10-01,Fashion,Tamil Nadu,Regular,613,591,461,842,13216879.070000004,21560.977275693,14753.742561174546
2025-10-01,Home & Kitchen,Maharashtra,Premium,157,152,142,218,3125096.9699999997,19905.076242038,13872.613057324843
2025-10-01,Electronics,Delhi,Premium,118,117,114,180,2593259.4000000004,21976.774576271,14486.814999999999
2025-10-01,Beauty,Gujarat,Premium,61,60,58,85,1400379.87,22957.04704918,14324.675409836067
2025-10-01,Electronics,Maharashtra,Regular,994,949,617,1408,18435210.979999997,18546.489919517,13455.126589537227
2025-10-01,Beauty,Karnataka,Premium,106,103,101,153,2851399.899999999,26899.999056604,17606.617264150947
2025-10-01,Sports,Maharashtra,Regular,441,435,356,611,9032502.28,20481.864580499,15450.362879818593
2025-10-01,Fashion,Maharashtra,Premium,188,181,170,256,3629200.4800000009,19304.25787234,14637.478989361698
2025-10-01,Beauty,Uttar Pradesh,Regular,421,413,358,587,8444228.6100000013,20057.550142518,14493.63748218527
2025-10-01,Grocery,West Bengal,Premium,59,58,57,85,855844.7699999999,14505.843559322,10712.601016949153
2025-10-01,Electronics,West Bengal,New,105,99,99,146,1573602.71,14986.69247619,10245.159523809521
2025-10-01,Fashion,Delhi,Regular,526,502,411,702,11251917.139999993,21391.477452471,15928.642243346003
2025-10-01,Fashion,West Bengal,Regular,412,396,339,569,7899301.5700000031,19173.062063107,14053.570825242725
2025-10-01,Sports,Delhi,Premium,50,50,50,68,1094013.89,21880.2778,15930.4148
2025-10-01,Grocery,Delhi,Premium,65,63,61,88,1021933.27,15722.050307692,10094.707230769231
2025-10-01,Home & Kitchen,Uttar Pradesh,Premium,138,133,125,197,2599720.7099999995,18838.555869565,12460.431376811594
2025-10-01,Electronics,Tamil Nadu,Regular,700,660,504,1001,14295154.930000003,20421.6499,14522.760442857145
2025-10-01,Electronics,West Bengal,Premium,107,105,97,142,1379155.5799999998,12889.304485981,10320.382242990654
2025-10-01,Home & Kitchen,Telangana,Regular,589,567,442,824,12822545.850000001,21770.026910017,15369.747402376917
2025-10-01,Grocery,Gujarat,Regular,327,322,270,442,6520615.4400000023,19940.72,15047.688685015291
2025-10-01,Beauty,Maharashtra,New,98,93,94,137,1940616.0099999998,19802.204183673,14007.595204081632
2025-11-01,Grocery,West Bengal,Premium,49,49,48,63,950030.42,19388.375918367,13875.562857142857
2025-11-01,Fashion,Telangana,New,133,130,126,193,3512917.6499999994,26412.914661654,17847.06233082707
2025-11-01,Grocery,Karnataka,Regular,472,462,388,663,8922624.63,18903.865741525,14031.790847457627
2025-11-01,Home & Kitchen,Telangana,Regular,586,560,448,809,12009448.409999996,20493.939266212,14969.083993174061
2025-11-01,Electronics,Gujarat,New,135,129,127,188,2304033.3099999996,17066.913407407,11881.929629629631
2025-11-01,Fashion,Tamil Nadu,Premium,144,136,136,194,2379678.8699999992,16525.547708333,12648.042430555553
2025-11-01,Grocery,Karnataka,New,108,103,104,158,2086179.26,19316.47462963,13366.463611111114
2025-11-01,Fashion,Delhi,New,117,112,109,173,2698070.9499999997,23060.435470085,15281.578632478635
2025-11-01,Beauty,Karnataka,Premium,108,107,100,142,1540961.5600000005,14268.162592593,11073.557592592591
2025-11-01,Home & Kitchen,Maharashtra,Premium,161,156,150,221,3177688.1099999994,19737.193229814,14589.420248447206
2025-11-01,Fashion,West Bengal,Regular,409,393,340,582,9412933.1799999978,23014.506552567,15953.374963325185
2025-11-01,Home & Kitchen,Uttar Pradesh,New,136,131,132,178,1888080.41,13882.944191176,11491.867426470586
2025-11-01,Electronics,West Bengal,New,106,102,98,150,2372398.4200000004,22381.117169811,18133.419528301889
2025-11-01,Beauty,West Bengal,New,58,57,55,78,1139266.7200000002,19642.529655172,15443.679137931034
2025-11-01,Electronics,Tamil Nadu,Regular,706,678,507,986,14938872.259999998,21159.87572238,14185.420949008494
2025-11-01,Electronics,Maharashtra,Regular,988,941,643,1339,19146552.74,19379.101963563,14858.348846153851
2025-11-01,Grocery,Uttar Pradesh,Regular,438,430,360,582,6921235.7999999989,15801.908219178,12622.344634703197
2025-11-01,Electronics,Karnataka,New,187,179,173,265,2692920.1999999993,14400.642780749,11775.148770053478
2025-11-01,Home & Kitchen,Telangana,Premium,133,126,126,188,3341878.0099999993,25126.902330827,16237.968646616542
2025-11-01,Beauty,Telangana,New,81,79,80,120,1781674.07,21995.97617284,16565.086172839503
2025-11-01,Electronics,Karnataka,Premium,193,188,173,274,3719993.9800000004,19274.580207254,14396.116528497403
2025-11-01,Sports,Gujarat,New,61,60,56,90,1872581.2200000002,30698.052786885,18835.730655737709
2025-11-01,Beauty,Delhi,Premium,64,64,61,86,1036911.0700000002,16201.73546875,11395.4446875
2025-11-01,Grocery,Telangana,Regular,406,392,325,559,8317607.4499999974,20486.717857143,14749.1916502463
2025-11-01,Fashion,Tamil Nadu,Regular,613,597,464,842,12993025.829999994,21195.800701468,15555.834665579112
2025-11-01,Beauty,Tamil Nadu,New,66,64,64,99,1463752.68,22178.070909091,13127.973030303032
2025-11-01,Grocery,Delhi,New,64,61,62,89,1172555.48,18321.179375,14291.161249999997
2025-11-01,Fashion,Uttar Pradesh,New,146,141,134,203,3115603.6400000011,21339.750958904,15023.099794520545
2025-11-01,Electronics,Tamil Nadu,Premium,151,147,138,209,3502617.1,23196.139735099,15285.226092715237
2025-11-01,Electronics,Delhi,Premium,119,117,111,165,3450763.8499999992,28998.015546218,20534.198319327726
2025-11-01,Electronics,Gujarat,Premium,122,119,117,171,2289532.86,18766.662786885,13991.908688524591
2025-11-01,Electronics,West Bengal,Premium,100,95,95,130,1728617.2499999998,17286.1725,13893.924800000003
2025-11-01,Fashion,Telangana,Regular,664,637,485,928,13881934.539999997,20906.527921687,15254.86429216867
2025-11-01,Home & Kitchen,West Bengal,Regular,381,371,318,542,10683146.940000007,28039.755748031,18626.289265091858
2025-11-01,Beauty,Tamil Nadu,Premium,94,92,87,136,2324887.5100000002,24732.845851064,17182.013829787233
2025-11-01,Sports,Gujarat,Regular,238,231,206,332,4734213.62,19891.653865546,13884.350630252104
2025-11-01,Beauty,Maharashtra,Premium,107,104,101,148,2185992.09,20429.832616822,15331.510934579439
2025-11-01,Fashion,Uttar Pradesh,Premium,153,149,140,217,3782991.3,24725.433333333,16322.180849673201
2025-11-01,Beauty,Maharashtra,Regular,467,461,364,662,8794283.32,18831.441798715,12976.056852248392
2025-11-01,Beauty,Gujarat,Premium,59,58,56,76,780571.6399999999,13230.02779661,11184.242542372882
2025-11-01,Electronics,Gujarat,Regular,542,522,422,765,11205112.479999999,20673.639261993,15516.017380073796
2025-11-01,Fashion,Delhi,Regular,471,450,374,648,9705442.18,20606.034352442,14845.932038216562
2025-11-01,Home & Kitchen,Uttar Pradesh,Premium,154,152,140,205,2843798.6,18466.224675325,14396.368376623379
2025-11-01,Sports,West Bengal,Premium,39,39,39,59,1266324.8800000004,32469.868717949,23775.016923076921
2025-11-01,Grocery,Gujarat,New,68,66,65,91,1347912.73,19822.246029412,16099.131029411765
2025-11-01,Home & Kitchen,Karnataka,Regular,635,620,461,863,10888651.159999995,17147.482141732,12927.276393700786
2025-11-01,Electronics,Telangana,Regular,727,699,518,1008,14055900.040000003,19334.112847318,14353.43852819807
2025-11-01,Grocery,Uttar Pradesh,New,109,106,100,156,2324060.6300000004,21321.657155963,15385.448348623851
2025-11-01,Fashion,Delhi,Premium,123,122,116,163,2520034.05,20488.081707317,14963.84943089431
2025-11-01,Electronics,Tamil Nadu,New,161,154,155,229,4352709.9799999995,27035.465714286,16869.219627329196
2025-11-01,Beauty,Uttar Pradesh,Regular,400,393,320,519,7841489.2900000028,19603.723225,14773.664825
2025-11-01,Sports,Tamil Nadu,New,65,65,61,87,1471004.06,22630.831692308,16120.85723076923
2025-11-01,Grocery,West Bengal,Regular,202,201,179,288,4288725.790000001,21231.315792079,14793.805
2025-11-01,Sports,West Bengal,Regular,202,198,188,257,4154594.899999999,20567.301485149,14880.073366336639
2025-11-01,Electronics,West Bengal,Regular,415,397,334,588,9045124.040000001,21795.479614458,15432.50231325301
2025-11-01,Home & Kitchen,Uttar Pradesh,Regular,654,643,482,905,13766173.380000014,21049.194770642,14888.523058103983
2025-11-01,Sports,Delhi,New,49,46,47,70,1260122.3499999996,25716.782653061,18387.4393877551
2025-11-01,Sports,Gujarat,Premium,58,56,57,81,1306677.9699999997,22528.930517241,15447.871206896551
2025-11-01,Sports,Uttar Pradesh,Regular,393,387,322,549,8421592.3200000022,21428.988091603,14522.19524173028
2025-11-01,Home & Kitchen,Delhi,Premium,112,109,106,151,2557713.4099999992,22836.726875,16161.861785714289
2025-11-01,Beauty,Telangana,Regular,370,367,314,497,7574477.7099999962,20471.561378378,15245.341945945949
2025-11-01,Beauty,Delhi,New,71,71,68,97,1233157.5099999998,17368.415633803,11536.4261971831
2025-11-01,Grocery,Delhi,Premium,49,49,47,69,684140.94000000018,13962.06,10161.525714285712
2025-11-01,Sports,Maharashtra,Regular,368,360,297,507,6719101.3100000024,18258.427472826,14036.884048913043
2025-11-01,Fashion,Telangana,Premium,142,139,135,192,3040549.3800000004,21412.319577465,16023.013661971832
2025-11-01,Grocery,Telangana,New,77,74,74,106,1517803.47,19711.733376623,14515.853636363636
2025-11-01,Home & Kitchen,Karnataka,New,142,139,137,199,2875175.2899999996,20247.713309859,13543.763309859156
2025-11-01,Beauty,Telangana,Premium,77,76,77,112,1651387.77,21446.594415584,12781.301818181819
2025-11-01,Grocery,Karnataka,Premium,96,93,92,126,1532346.45,15961.9421875,10545.191145833334
2025-11-01,Sports,Tamil Nadu,Regular,274,270,229,402,7154476.4400000023,26111.227883212,17589.204197080293
2025-11-01,Fashion,Gujarat,Regular,486,475,393,678,10507047.929999998,21619.440185185,14455.959176954735
2025-11-01,Home & Kitchen,Karnataka,Premium,144,138,133,199,2794381.4100000006,19405.426458333,13937.462152777776
2025-11-01,Beauty,West Bengal,Premium,36,34,35,45,443711.91000000003,12325.330833333,10360.688333333332
2025-11-01,Grocery,Maharashtra,New,93,92,85,123,1996415.79,21466.836451613,14622.574301075267
2025-11-01,Home & Kitchen,Delhi,New,97,94,96,136,2423867.7199999993,24988.327010309,15452.032680412371
2025-11-01,Sports,Uttar Pradesh,New,63,61,59,88,1161894.4499999997,18442.769047619,14457.416825396827
2025-11-01,Home & Kitchen,Tamil Nadu,Regular,502,489,398,712,11122653.069999995,22156.679422311,14720.472609561752
2025-11-01,Home & Kitchen,Tamil Nadu,Premium,102,99,97,137,2002666.54,19633.985686275,15469.948921568628
2025-11-01,Sports,Karnataka,Premium,86,83,85,115,1633921.9700000007,18999.092674419,13006.20034883721
2025-11-01,Home & Kitchen,Telangana,New,124,119,117,171,2839297.77,22897.56266129,14443.980403225809
2025-11-01,Electronics,Uttar Pradesh,Regular,882,846,578,1198,18176350.570000004,20608.107222222,15391.783129251708
2025-11-01,Sports,Karnataka,Regular,363,360,309,502,6994670.040000001,19269.063471074,14509.895013774107
2025-11-01,Beauty,Gujarat,Regular,260,255,231,359,5398344.7400000012,20762.864384615,14980.159461538458
2025-11-01,Fashion,Gujarat,New,112,107,104,159,1621173.13,14474.760089286,10972.538839285715
2025-11-01,Fashion,Maharashtra,Regular,821,803,551,1118,17720691.74,21584.277393423,15424.853459196107
2025-11-01,Electronics,Delhi,Regular,573,545,431,801,10695081.01,18665.062844677,13552.960610820242
2025-11-01,Electronics,Maharashtra,New,221,216,202,305,4350729.92,19686.560723982,15056.860407239818
2025-11-01,Sports,Telangana,New,65,63,64,86,1530447.1099999999,23545.340153846,19916.664923076922
2025-11-01,Beauty,Uttar Pradesh,Premium,98,96,93,143,2245544.8499999996,22913.722959184,15870.816938775512
2025-11-01,Sports,Maharashtra,Premium,78,77,74,107,987240.55999999982,12656.93025641,11386.292820512821
2025-11-01,Grocery,Uttar Pradesh,Premium,98,97,94,134,2078197.6199999999,21206.098163265,14663.978469387757
2025-11-01,Fashion,Tamil Nadu,New,123,119,114,180,2842666.45,23111.109349593,14143.611626016262
2025-11-01,Fashion,West Bengal,Premium,89,88,86,120,1678796.86,18862.886067416,13858.93797752809
2025-11-01,Sports,Uttar Pradesh,Premium,74,72,73,91,1517267.14,20503.61,15325.637027027024
2025-11-01,Fashion,Karnataka,Regular,737,722,535,1027,14987326.910000002,20335.586037992,13931.328819538667
2025-11-01,Grocery,Tamil Nadu,Premium,74,72,72,109,1616601.2500000005,21845.962837838,14338.241756756757
2025-11-01,Home & Kitchen,Tamil Nadu,New,122,120,114,167,3570939.2400000007,29269.993770492,19651.793360655734
2025-11-01,Beauty,Tamil Nadu,Regular,364,359,313,524,9017533.24,24773.442967033,16572.759340659337
2025-11-01,Grocery,Gujarat,Premium,52,50,50,65,771560.03000000014,14837.692884615,10597.96
2025-11-01,Fashion,Maharashtra,Premium,201,193,183,274,3932800.350000001,19566.170895522,14202.742238805971
2025-11-01,Electronics,Telangana,Premium,149,147,142,213,2703648.8800000004,18145.294496644,13823.906442953017
2025-11-01,Grocery,Maharashtra,Regular,504,493,390,703,9014074.15,17885.067757937,12840.060476190476
2025-11-01,Sports,Telangana,Regular,304,296,259,413,6067796.9400000013,19959.858355263,14465.628815789476
2025-11-01,Grocery,West Bengal,New,47,46,45,58,1006194.7899999998,21408.399787234,17981.260638297874
2025-11-01,Sports,Maharashtra,New,66,64,66,96,1755821.33,26603.353484848,19049.602121212123
2025-11-01,Electronics,Maharashtra,Premium,216,207,197,299,4135992.8699999992,19148.115138889,13777.733842592592
2025-11-01,Home & Kitchen,Gujarat,New,87,87,83,142,2121492.6199999992,24384.972643678,15679.909540229884
2025-11-01,Sports,Karnataka,New,76,74,71,96,1871240.7600000005,24621.588947368,20026.29368421053
2025-11-01,Home & Kitchen,Delhi,Regular,417,409,332,601,10739808.409999996,25754.936235012,17215.428441247004
2025-11-01,Electronics,Telangana,New,152,149,140,206,2608134.7600000007,17158.781315789,13112.958223684214
2025-11-01,Home & Kitchen,Gujarat,Regular,420,409,339,600,9344443.3299999982,22248.674595238,15919.160595238103
2025-11-01,Electronics,Uttar Pradesh,Premium,186,180,169,244,2993530.8499999992,16094.25188172,13280.914838709677
2025-11-01,Fashion,Maharashtra,New,176,170,161,244,3463157.3,19677.030113636,14569.917784090911
2025-11-01,Fashion,Karnataka,Premium,147,141,138,201,2928380.58,19920.956326531,14793.598231292519
2025-11-01,Electronics,Delhi,New,136,130,124,200,3305585.07,24305.772573529,15671.723308823532
2025-11-01,Home & Kitchen,West Bengal,Premium,88,85,83,115,1636738.08,18599.296363636,15177.545681818183
2025-11-01,Grocery,Tamil Nadu,Regular,352,348,295,499,6084876.169999999,17286.580028409,12083.846363636363
2025-11-01,Grocery,Delhi,Regular,288,283,251,396,5388209.1799999988,18709.059652778,12353.716319444442
2025-11-01,Sports,West Bengal,New,42,41,40,58,796428.77,18962.589761905,14626.638333333334
2025-11-01,Sports,Telangana,Premium,68,66,67,89,1451050.99,21338.985147059,15375.1725
2025-11-01,Sports,Delhi,Premium,56,55,55,78,1619769.16,28924.449285714,20068.320714285714
2025-11-01,Home & Kitchen,Maharashtra,New,143,139,132,202,2870451.7599999993,20073.089230769,14310.793566433564
2025-11-01,Beauty,Karnataka,New,92,91,89,118,1706132.7200000004,18544.920869565,15716.740326086956
2025-11-01,Beauty,Uttar Pradesh,New,81,77,78,108,1673990.08,20666.544197531,17282.866172839505
2025-11-01,Electronics,Uttar Pradesh,New,196,186,184,259,3674849.3200000003,18749.23122449,15351.661479591836
2025-11-01,Fashion,Uttar Pradesh,Regular,746,720,508,1025,15226412.299999999,20410.740348525,14846.112761394106
2025-11-01,Beauty,Karnataka,Regular,385,379,315,527,8118153.2799999993,21086.112415584,14362.642363636363
2025-11-01,Home & Kitchen,West Bengal,New,78,78,74,104,2131379.2,27325.374358974,19501.827692307692
2025-11-01,Sports,Tamil Nadu,Premium,61,61,58,90,1167837.2400000002,19144.872786885,12645.506065573771
2025-11-01,Beauty,Delhi,Regular,290,283,245,397,5467829.379999998,18854.584068966,14545.0311724138
2025-11-01,Sports,Delhi,Regular,221,217,190,309,3930741.8999999985,17786.162443439,13399.953619909507
2025-11-01,Electronics,Karnataka,Regular,880,850,590,1209,18102901.249999996,20571.478693182,15385.244988636357
2025-11-01,Grocery,Maharashtra,Premium,97,95,88,132,2051646.3499999999,21150.993298969,16623.960412371129
2025-11-01,Beauty,Gujarat,New,44,44,42,64,911914.99999999988,20725.340909091,16488.147272727274
2025-11-01,Grocery,Tamil Nadu,New,61,61,60,88,1330913.72,21818.257704918,12798.32344262295
2025-11-01,Home & Kitchen,Maharashtra,Regular,729,700,509,974,14057463.290000003,19283.214389575,14331.456323731139
2025-11-01,Home & Kitchen,Gujarat,Premium,99,98,95,130,1859696.74,18784.815555556,13195.053838383836
2025-11-01,Fashion,Karnataka,New,148,142,134,195,2942019.03,19878.506959459,15341.79006756757
2025-11-01,Beauty,Maharashtra,New,98,96,93,132,1722867.2400000005,17580.277959184,13309.964591836737
2025-11-01,Fashion,Gujarat,Premium,100,95,91,136,1880952.7200000002,18809.5272,14675.373200000002
2025-11-01,Grocery,Telangana,Premium,72,69,70,96,1469054.5499999998,20403.535416667,15816.165694444444
2025-11-01,Grocery,Gujarat,Regular,312,305,264,403,5599785.2899999991,17948.029775641,14075.047179487176
2025-11-01,Fashion,West Bengal,New,82,77,77,107,1956939.9000000004,23865.120731707,17653.178292682929
2025-11-01,Beauty,West Bengal,Regular,216,210,192,290,4231475.95,19590.166435185,14855.323611111113
2025-12-01,Electronics,West Bengal,New,83,81,83,118,2041639.4200000002,24598.065301205,16335.591927710839
2025-12-01,Home & Kitchen,Telangana,Regular,549,531,431,757,10403644.729999997,18950.172550091,14563.316612021858
2025-12-01,Grocery,Gujarat,Regular,256,250,231,361,5255295.8200000031,20528.499296875,15129.119843750002
2025-12-01,Sports,Karnataka,New,70,68,66,98,1101557.0299999998,15736.529,11508.232571428573
2025-12-01,Home & Kitchen,Telangana,Premium,111,107,110,159,2404545.0200000005,21662.567747748,14936.50081081081
2025-12-01,Electronics,Uttar Pradesh,Regular,842,805,573,1162,18035742.81000001,21420.122102138,15132.646935866973
2025-12-01,Fashion,Gujarat,New,99,93,95,138,2614076.0200000005,26404.808282828,18153.384545454544
2025-12-01,Grocery,Telangana,Premium,88,84,85,122,1339524.1800000002,15221.865681818,10327.275681818182
2025-12-01,Fashion,Karnataka,New,149,145,136,199,3006684.2600000007,20179.088993289,14889.664496644289
